id,title,audio_path,genre,lyrics
280093,Everytime I Fall in Love,data/audio/Every Time I Fall In Love [zgbtwVy9E_4].wav,country,"I'm in heaven on solid ground
It makes my world spin round and round
I'm inside out, I'm upside down
Everytime I fall in love

I lose my keys and lose my cool
I never learn it's like I'm back in school
I end up breaking all my rules
Everytime I fall in love

I've been here before
And I'll be here again
I tell myself there's no one else
And then...

I'm flying high with the birds and the bees
But then they get the best of me
How come if feels like it's meant to be
Everytime I fall in love

I've been here before
And I'll be here again
I tell myself there's no one else
And then...
I'm by the phone waiting for his call
Best looking thing that you ever saw
All dressed up for the wrecking ball
Everytime I fall in love
Everytime I fall in love"
867141,Who Do You Go To?,data/audio/Who Do You Go To？ [oY4N0wxcxbw].wav,country,"(Who do you go to when you're gone from me?)

Who do you go to when you're gone from me?
Who hears the sweet things you once said to me?
Does she seem to understand what I'm too blind to see?
Who do you go to when you're gone from me?

Who is this other woman that makes me walk the floor?
That causes my sleepless nights because she offers more?
Who do you hold near you where I once used to be?
Who do you go to when you're gone from me?

Why are her arms more inviting? Her lips the ones you kiss?
Is she so much more exciting that you'd end our love like this?
Oh who do you hold near you where I once used to be?
Who do you go to when you're gone from me?"
774457,Kentucky Waltz,data/audio/Kentucky Waltz [WYvUX4wLlmg].wav,country,"[Verse]
We were waltzin' that night in Kentucky
By that beautiful harvest moon
And I was a boy that was lucky
But it all ended too soon
As I sit here alone in the moonlight
I see your smiling face
And I long once more for your embrace
And that beautiful Kentucky Waltz

[Refrain]
We were waltzin' that night in Kentucky
By that beautiful harvest moon
And I was a boy that was lucky
But it all ended too soon
As I sit here alone in the moonlight
I see your smiling face
And I long once more for your embrace
And that beautiful Kentucky Waltz"
211463,I Aint Living Long Like This,data/audio/I Ain't Living Long Like This [-ZtjKTw2eZE].wav,country,"[Verse 1]
I looked for trouble and I found it, son
Straight down the barrel of a lawman's gun
I tried to run but I don't think I can
""You make one move and you're a dead man, friend""
Ain't living long like this
Can't live at all like this, can I baby?

[Verse 2]
He slipped the handcuffs on behind my back
Then left me reeling on a steel rail rack
They got 'em all in the jailhouse, baby
Ain't living long like this
Can't live at all like this, can I baby?

[Verse 3]
Grew up in Houston off of Wayside Drive
Son of a carhop and some all night dive
Dad drove a stock car to an early death
All I remember was a drunk man's breath
Ain't living long like this
Can't live at all like this, can I baby?
[Verse 4]
You know the story how the wheel goes 'round
Don't let them take you to the man downtown
Can't sleep at all in a jailhouse baby
Ain't living long like this
Can't live at all like this, can I baby?

[Bridge]

[Verse 5]
I live with Angel, she's a roadhouse queen
Makes Texas Ruby look like Sandra Dee
I want to love her but I don't know how
I'm at the bottom of the jailhouse now
Ain't living long like this
Can't live at all like this, can I baby?

[Verse 6]
You know the story about the jailhouse rock
Don't want to do it, but just don't get caught
They got 'em all in the jailhouse baby
Ain't living long like this
Can't live at all like this, can I baby?"
4462,Shouldve Been a Cowboy,data/audio/Should've Been A Cowboy [R-7WOWmu1Ok].wav,country,"[Verse 1]
I bet you have never heard ol' Marshal Dillon say
""Miss Kitty, have you ever thought of running away
Settling down, would you marry me
If I asked you twice and begged you pretty please?""
She'd have said yes in a New York minute
They never tied the knot, his heart wasn't in it
He just stole a kiss as he rode away
He never hung his hat up
At Kitty's place

[Chorus]
I should've been a cowboy
I should've learned to rope and ride
Wearing my six-shooter, riding my pony on a cattle drive
Stealing the young girls' hearts
Just like Gene and Roy
Singing those campfire songs
Oh, I should've been a cowboy

[Verse 2]
I might've had a sidekick with a funny name
Running wild through the hills chasing Jesse James
Ending up on the brink of danger
Riding shotgun for the Texas Rangers
Go west, young man, haven't you been told
California's full of whiskey, women and gold
Sleeping out all night beneath the desert stars
With a dream in my eye, and a prayer in my heart
[Chorus]
I should've been a cowboy
I should've learned to rope and ride
Wearing my six-shooter, riding my pony on a cattle drive
Stealing the young girls' hearts
Just like Gene and Roy
Singing those campfire songs
Oh, I should have been a cowboy

[Chorus]
I should've been a cowboy
I should've learned to rope and ride
I'd be wearing my six-shooter, riding my pony on a cattle drive
Stealing the young girls' hearts
Just like Gene and Roy
Singing those campfire songs
Oh, I should have been a cowboy

[Outro]
Yeah, I should've been a cowboy
I should have been a cowboy"
449427,Never Again Will I Knock On Your Door,data/audio/Never Again (Will I Knock On Your Door) [OW9_FabjY-E].wav,country,"[Verse 1]
(Oh you) know that I've come back and we've tried it o'er
(But) each time my dear it was worse than before
Now my heart is broke it's sad and it's sore
(So) never again will I knock on your door

[Chorus]
(Oh you) know that I love you no other will do
Please tell me darling why can't you be true
But now you are gone it's over and so
Never again will I knock on your door

[Verse 2]
Someday you'll be so lonely and blue
Then you will know just how much I love you
But now you are gone it's over and so
Never again will I knock on your door
Many a night I've cried over you
Hoping and praying some day you'd be true
But now you are gone it's over I know
(So) never again will I knock on your door
[Chorus]"
667715,Elvira,data/audio/Elvira [78StTWsq9ag].wav,country,"[Intro]
Elvira, Elvira
My heart's on fire for Elvira

[Verse 1]
Eyes that look like heaven, lips like cherry wine
That girl can sure enough make my little light shine
I get a funny feeling, up and down my spine
'Cause I know that my Elvira's mine
So I'm singin'

[Chorus]
Elvira, Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

[Verse 2]
Tonight I'm gonna meet her at the Hungry House Cafe
And I'm gonna give her all the love I can, yes I am
She's gonna jump and holler, 'cause I've saved up my last two dollars
We're gonna search and find that preacher man
And I'm a-singin'
[Chorus]
Elvira, Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

[Chorus]
Elvira, Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

[Chorus]
Elvira, yeah Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

[Outro]
Elvira, yeah Elvira
My heart's on fire for Elvira"
200388,Stand By Your Man,data/audio/Stand By Your Man [wXaAsbggsN0].wav,country,"Sometimes it's hard to be a woman
Giving all your love to just one man
You'll have bad times
And he'll have good times
Doin' things that you don't understand
But if you love him
You'll forgive him
Even though he's hard to understand
And if you love him
Oh, be proud of him
'Cause after all, he's just a man

Stand by your man
Give him two arms to cling to
And something warm to come to
When nights are cold and lonely

Stand by your man
And show the world you love him
Keep giving all the love you can
Stand by your man
Stand by your man
And show the world you love him
Keep giving all the love you can
Stand by your man"
138406,Take Me Home Country Roads,"data/audio/Take Me Home, Country Roads (Original Version) [c0dvabcWVo0].wav",country,"[Verse 1]
Almost Heaven, West Virginia
Blue Ridge Mountains, Shenandoah River
Life is old there, older than the trees
Younger than the mountains, growing like a breeze

[Chorus]
Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads

[Verse 2]
All my memories gather 'round her
Miner's lady, stranger to blue water
Dark and dusty, painted on the sky
Misty taste of moonshine, teardrop in my eye

[Chorus]
Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads
[Bridge]
I hear her voice in the morning hour, she calls me
The radio reminds me of my home far away
Driving down the road, I get a feeling
That I should have been home yesterday, yesterday

[Chorus]
Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads
Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads

[Outro]
Take me home, (Down) country roads
Take me home, (Down) country roads"
453517,I’ll Get By As Long as I Have You,data/audio/I'll Get By (As Long As I Have You) [d2JXrEctJe0].wav,country,"[Verse]
I'll get by, as long as I have you
Though there'll be rain and darkness too
I'll not complain, I'll see it through

[Chorus]
Poverty may come to me, it's true
But what care I?
Say I'll get by, as long as I have you

[Chorus]
Poverty may come to me, it's true
But what care I?
Say I'll get by, as long as I have you"
137226,Didnt Leave Nobody But The Baby,data/audio/Didn't Leave Nobody But The Baby [q_wq-M7iCSE].wav,country,"Go to sleep, you little baby
(Go to sleep, you little babe)
Go to sleep, you little baby
(Go to sleep, you little babe)
Your mama's gone away and your daddy's gonna stay
Didn't leave nobody but the baby

Go to sleep, you little baby
(Go to sleep, you little babe)
Go to sleep, you little baby
(Go to sleep, you little babe)
Everybody's gone in the cotton and the corn
Didn't leave nobody but the baby

You're a sweet little baby
(You're a sweet little babe)
You're a sweet little baby
(You're a sweet little babe)
Honey in the rock and the sugar don't stop
Gonna bring a bottle to the baby
Don't you weep, pretty baby
(Don't you weep, pretty babe)
Don't you weep, pretty baby
(Don't you weep, pretty babe)
She's long gone with her red shoes on
Gonna need another lovin' baby

Go to sleep, little baby
(Go to sleep, you little babe)
Go to sleep, little baby
(Go to sleep, you little babe)
You and me and the devil makes three
Don't need no other lovin' baby

Go to sleep, you little baby
(Go to sleep, you little babe)
Go to sleep, you little baby
(Go to sleep, you little babe)
Come and lay your bones on the alabaster stones
And be my ever-lovin' baby"
743762,I Can’t Find An Angel,data/audio/I Can't Find An Angel [kZP2sQKvX4s].wav,country,"It's twelve o'clock again
And here I am slowly driving home
To nothing but a big ole empty bed
And another night alone

Before I left this evening
I turned the lights down low and chilled some wine
I thought tonight would be the night
Someone would use that pillow next to mine

I went to church and got down on my knees
And softly said a prayer
I listened for an answer
But I didn't find it there

I looked in every honky-tonk in town
And I searched the neon lights
But I can't find an angel
To save my life

It seems that everyone I know
Has found someone to love and settle in
But I ain't settled nothing and it's killing me
Time and time again
I've been shot down in flames
I've been stood up and I've been frozen out
I've been hurt but never felt
As helpless as I'm feeling now

I went to church and got down on my knees
And softly said a prayer
I listened for an answer
But I didn't find it there

Oh, I need to find an angel
To save my life..."
50968,Speak Now,data/audio/Speak Now [Gh7u-KTWUq8].wav,country,"[Verse 1]
I am not the kind of girl
Who should be rudely barging in
On a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl
I sneak in and see your friends
And her snotty little family
All dressed in pastel
And she is yelling at a bridesmaid
Somewhere back inside a room
Wearing a gown shaped like a pastry

[Pre-Chorus]
This is surely not
What you thought it would be
I lose myself in a daydream
Where I stand and say

[Chorus]
Don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
[Verse 2]
Fond gestures are exchanged
And the organ starts to play
A song that sounds like a death march
And I am hiding in the curtains
It seems that I was uninvited
By your lovely bride-to-be

[Pre-Chorus]
She floats down the aisle
Like a pageant queen
But I know you wish it was me
You wish it was me (Don't you?)

[Chorus]
Don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
Don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
Your time is running out
And they said, ""Speak now""
[Interlude]
Ooh, la-da-da-da, oh
Ooh, ooh
(Say a single vow)

[Bridge]
I hear the preacher say
""Speak now or forever hold your peace""
There's the silence, there's my last chance
I stand up with shaking hands, all eyes on me
Horrified looks from everyone in the room
But I'm only looking at you

[Verse 3]
I am not the kind of girl
Who should be rudely barging in
On a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl
(Hehe!)

[Chorus 2]
So don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
And you say, ""Let's run away now
I'll meet you when I'm out
Of my tux, at the back door
Baby, I didn't say my vows
So glad you were around
When they said, 'Speak now'"""
191638,Do the Right Thing,data/audio/Do The Right Thing [lQEEYL9slM8].wav,country,"[Verse 1]
Once you told me you were gonna love me
That it was meant to be and there's no other way
Then came someone showed you more fun
We've had a good run better think it over

[Chorus]
Do the right thing baby do the right thing
Go with your heart and do the right thing

[Verse 2]
He's got a good line, shows you a good time
Did he change your mind guess it's your move
I'll lose my pride I'd even step aside
Honey you really must decide who's best for you

[Chorus]

[Bridge]
You might chose me or chose to lose me
Someday you'll see the good thing you had
[Chorus]

[Outro]
Go with your heart and do the right thing"
334552,Buy Me a Rose,data/audio/Buy Me A Rose [m2lkfsAzkDY].wav,country,"He works hard to give her all he thinks she wants
A three car garage, her own credit cards
He pulls in late to wake her up with a kiss good night
If he could only read her mind, she'd say

[Chorus]
Buy me a rose, call me from work
Open a door for me, what would it hurt
Show me you love me by the look in your eyes
These are the little things I need the most in my life

Now the days have grown to years of feeling all alone
And she can't help but wonder what she's doing wrong
Cause lately she'd try anything to turn his head
Would it make a difference if she said:

[Chorus]

And the more that he lives the less that he tries
To show her the love that he holds inside
And the more that she gives the more that he sees
This is a story of you and me
So I bought you a rose on the way home from work
To open the door to a heart that I hurt
And I hope you notice this look in my eyes
Cause I'm gonna make things right
For the rest of your life
I'm gonna hold you tonight
Do all those little things
For the rest of your life"
494541,Card Carryin Fool,data/audio/Card Carryin' Fool [NUg5vScYQk8].wav,country,"[Verse 1]
It takes all kinds
To keep this world in place
It's a fragile balance
That lets us swing through space
So everybody's
Got their job to do
And girl I guess, the job
I've got, is crying over you
And I should get a gold watch
For all the years I gave
And I should get some interest now
For all the dues I've paid

[Chorus]
I don't know why I love you
It's just the job I do
I'm your registered, certified
Card carrying fool

[Verse 2]
If I was in the army
There'd be medals that I'd get
If I was in the circus
At least I'd have a net
If I was an electrician
I might could find a spark
And if I could be a surgeon
Girl, I might could find your heart
But I keep bending over backwards
Just to be your limbo man
While you drop that stick another notch
Every chance you can
[Chorus]
I don't know why I love you
It's just the job I do
I'm your registered, certified
Card carrying fool

[Verse 3]
Oh, if I was a gambler
I might have better luck
If I was mathematician
I could make it all add up

[Chorus]
But when it comes down to it
All I want to do
Is be your registered, certified
Card carrying fool

Yeah, when it comes down to it
All I want to do
Is be your registered, certified
Card carrying fool"
445341,Little Red Shoes,data/audio/Little Red Shoes [oGLXNji-5lg].wav,country,"I was eleven months old, I was just starting to walk
And Daddy always kept a big stick behind the door
Just in case somebody was to come in that was drunk on moonshine
You know, and Daddy had to do something about it
Anyway, this woman, we called her old Aunt Boyd
She come in and she was telling Mommy about her, uh, husband, She thinks is going out with this woman in Paintsville
So she reared back with that big stick
Showing Mommy how she was going to hit this woman in the head with it
And when she went back with it, she hit me in the head
And Mommy said I cried for five days
And she said on that fifth night I had a great big knot
To show up right in the middle of my forehead
And, you know, the only thing I remember
I don’t remember no pain
But I just remember Mommy and Daddy carrying me in this old quilt that Mommy had made out of overalls
The knots kept getting bigger and bigger
So she took me to the doctor
And that stuff called Mesitor, something like that
Mommy said it made both ears flat to my face
And I ain’t got very big ears
And they told Mommy that I would, that I was gonna die
And that happened like four times
So I didn’t walk till I was almost five
It was, it was kind of a mess
Oh I forgot about the shoes
Well shoot, I hadn’t, I’d never had a pair of shoes
And Mommy had went took me to the hospital
You know, to see what if they couldn’t do something
But they wouldn’t keep me because Mommy and Daddy didn’t have no money
They just tell ‘em to take me home and let me die, you know
Because there wasn’t nothing they could do about that kind of disease, I guess
And, um, Mommy told Daddy
Says “Ted, you take her down the street
You carry her down the street”
And said“Let me try this store here”
And Mommy went in and told them the story that I was dying
That she had to carry me twelve miles to town
And twelve miles back and that I had no shoes
That place, I think it was Murphy’s 5 and 10
And they’re still there in Paintsville, Kentucky
And I think that they told Mommy
That they wasn’t in business to give shoes away
Mommy told Daddy, says, “Carry Loretta on down a little farther”
Said, “Let me stop in another store”
And Mommy went right back to the same store
When the guy’s back was turned she stole these little red shoes

And I remember on the big old bridge that went across the river
It went way up high and I’ve always been scared of that bridge
That took me across the big Sandy River
Mommy pulled them out from under that yellow jacket that she was wearing
And she was putting them red shoes on me
And I thought them was the prettiest things I ever saw in my life
And Daddy started crying and I wondered why
And he said, “Clerie, we’re not going to make it home”
And Mommy put the shoes on me
And Daddy took off running
And run all the way ahead to Butcher Holler with me
And Mommy never had a chance to carry me any farther
And that’s almost twelve miles that Daddy run with me
But Daddy knew that the cops was gonna get us
He left Mommy standing and he took off in a dead run
I remember him running but I didn’t know what for
And I remember asking Mommy, “Mommy, why is Daddy running?”
I remember her hollering
“To put your little red shoes away, honey, when you get home”

Can you believe that?
So I wrote a song called “Put My Little Red Shoes Away”
You know, they’re my little red shoes
And I don’t want ‘em to get, to be dirty"
715354,Im Sorry,data/audio/I'm Sorry [6MHbyZn14LM].wav,country,"I'm sorry, so sorry
That I was such a fool
I didn't know love could be so cruel
Oh-oh-oh-oh-oh-oh-oh-yes

You tell me mistakes
Are part of being young
But that don't right
The wrong that's been done

(I'm sorry) I'm sorry
(So sorry) So sorry
Please accept my apology
But love is blind
And I was too blind to see

Oh-oh-oh-oh-oh-oh-oh-yes

You tell me mistakes
Are part of being young
But that don't right
The wrong that's been done
Oh-oh-oh-oh-oh-oh-oh-yes
I'm sorry, so sorry
Please accept my apology
But love was blind
And I was too blind to see

(Sorry)"
743730,At the End of a Long Lonely Day,data/audio/Lonely Day [9VBiJvJfC0Q].wav,country,"[Verse 1]
At the end of a long lonely day without you
When the world seems to fall in my face
I'm all right through the day, but the day fades away
And the long lonely night takes its place

[Chorus]
Another day to wish that you were here
I dread each lonely night that's filled with fear
Oh, I've cried and I've cried these are tears that I can't hide
At the end of a long lonely day

[Verse 2]
At the end of the day, I go up to my room
And I watch while the sun fades away
And the loneliness there brings me grief and despair
At the end of a long lonely day

[Chorus]
Another day to sit alone and cry
It makes no difference if I live or die
With a world locked outside I just lay there and cry
At the end of a long lonely day
Another day to wish that you were here
I dread each lonely night that's filled with fear
Oh, I've cried and I've cried these are tears that I can't hide
At the end of a long lonely day"
59820,All My Ex’s Live in Texas,data/audio/All My Ex's Live In Texas [9qumxVP8PrE].wav,country,"[Chorus]
All my exes live in Texas
And Texas is the place I'd dearly love to be
But all my exes live in Texas
And that's why I hang my hat in Tennessee

[Verse 1]
Rosanna's down in Texarkana
Wanted me to push her broom
And sweet Eileen's in Abilene
She forgot I hung the moon
And Allison's in Galveston
Somehow lost her sanity
And Dimples, who now lives in Temple's
Got the law looking for me

[Chorus]
All my exes live in Texas
And Texas is the place I'd dearly love to be
But all my exes live in Texas
And that's why I hang my hat in Tennessee
[Verse 2]
I remember that old Frio River
Where I learned to swim
But it brings to mind another time
Where I wore my welcome thin
By transcendental meditation
I go there each night
But I always come back to myself
Long before daylight

[Chorus]
All my exes live in Texas
And Texas is the place I'd dearly love to be
But all my exes live in Texas
Therefore I reside in Tennessee

[Outro]
Some folks think I'm hiding
It's been rumored that I died
But I'm alive and well in Tennessee"
75138,Chasin That Neon Rainbow,data/audio/Chasin' That Neon Rainbow [Wv4Uow2dVes].wav,country,"[Verse 1]
Daddy won a radio
He tuned it to a country show
I was rocking in the cradle to the crying of a steel guitar
Mama used to sing to me
She taught me that sweet harmony
Now she worries cause she never thought
I'd ever really take it this far
Singing in the bars

[Chorus]
And chasing that neon rainbow
Living that honky-tonk dream
Cause all I've ever wanted
Is to pick this guitar and sing
Just trying to be somebody
Just wanna be heard and seen
I'm chasing that neon rainbow
Living that honky-tonk dream

[Verse 2]
An atlas and a coffee cup
Five pickers in an old Dodge truck
Heading down to Houston for a show on Saturday night
This overhead is killing me
Half the time I sing for free
When the crowd's into it, lord
It makes this thing I'm doing seem right
Standing in the spotlight
[Chorus]
And chasing that neon rainbow
I'm-a living that honky-tonk dream
Cause all I've ever wanted
Is to pick this guitar and sing
Just trying to be somebody
Just wanna be heard and seen
I'm chasing that neon rainbow
Living that honky-tonk dream

[Verse 3]
Now daddy's got a radio
He won it thirty years ago
He said; son I just know
We're going to hear you singing on it some day
I made it up to Music Row
Lordy, don't the wheels turn slow
Still I wouldn't trade a minute
I wouldn't have it any other way
Just show me to the stage

[Chorus]
I'm chasing that neon rainbow
I'm-a living that honky-tonk dream
Cause all I've ever wanted
Is to pick this guitar and sing
Just trying to be somebody
Just wanna be heard and seen
I'm chasing that neon rainbow
Living that honky-tonk dream
[Outro]
Oh I'm chasing that neon rainbow
Living that honky-tonk dream"
664468,Forever and Ever Amen,"data/audio/Forever and Ever, Amen [gi6XwsR2hIY].wav",country,"[Verse 1]
You may think that I'm talking foolish
You've heard that I'm wild and I'm free
You may wonder how I can promise you now
This love that I feel for you, always will be
But you're not just time that I'm killing
I'm no longer one of those guys
As sure as I live, this love that I give
Is gonna be yours until the day that I die, oh, baby

[Chorus]
I'm gonna love you forever
Forever and ever, Amen​
As long as old men sit and talk about the weather
As long as old women sit and talk about old men
If you wonder how long I'll be faithful
I'll be happy to tell you again
I'm gonna love you forever and ever
Forever and ever, Amen

[Verse 2]
They say that time takes its toll on a body
Makes the young girl's brown hair turn grey
But honey, I don't care, I ain't in love with your hair
And if it all fell out, well, I'd love you anyway
They say that time can play tricks on a memory
Make people forget things they knew
Well, it's easy to see it's happening to me
I've already forgotten every woman but you, oh, darling
[Chorus]
I'm gonna love you forever
Forever and ever, Amen
As long as old men sit and talk about the weather
As long as old women sit and talk about old men
If you wonder how long I'll be faithful
Well, just listen to how this song ends
I'm gonna love you forever and ever
Forever and ever, Amen

[Outro]
I'm gonna love you forever and ever
Forever and ever, forever and ever
Forever and ever, Amen"
710749,If I Didnt Know Better,data/audio/If I Didn't Know Better [VA25OjoDxO8].wav,country,"[Verse 1: Clare Bowen]
If I didn’t know better, I’d hang my hat right there
If I didn’t know better, I’d follow you up the stairs

[Verse 2: Clare Bowen and Sam Palladio]
Stop saying those sweet things
You know I’d like to hear
The horns are blowing louder
The bailiff's drawing near

[Chorus: Clare Bowen and Sam Palladio]
Why do I keep drinking
Wasting my time on you
If I didn’t know better
Well, dammit, I do

[Verse 3: Sam Palladio]
There’s a hole in what you’re saying
I can plainly see
You've a lover that’s waiting
But, baby, you’re right here with me
[Verse 4: Clare Bowen and Sam Palladio]
Ooh
You might as well be the devil
Keeping me out past three
Well, you’re the one with that apple
But, baby, you can’t blame me

[Chorus: Clare Bowen and Sam Palladio]
Why don’t you keep drinking
Give me one night with you
If I didn’t know better
Well, dammit, I do

[Outro: Clare Bowen and Sam Palladio]
Oh, baby, I do
Baby, you’re right here with me
Sweet daddy, you know I do"
2873,Rocky Mountain High,data/audio/Rocky Mountain High [jGcqPnz9nxc].wav,country,"[Verse 1]
He was born in the summer of his 27th year
Comin' home to a place he’d never been before
He left yesterday behind him, you might say he was born again
You might say he found a key for every door

[Verse 2]
When he first came to the mountains his life was far away
On the road and hangin’ by a song
But the string’s already broken and he doesn’t really care
It keeps changin' fast and it don’t last for long

[Chorus]
But the Colorado Rocky Mountain high
I’ve seen it rainin' fire in the sky
The shadow from the starlight is softer than a lullaby
Rocky Mountain high (Colorado)
Rocky Mountain high (High in Colorado)

[Verse 3]
He climbed cathedral mountains, he saw silver clouds below
He saw everything as far as you can see
And they say that he got crazy once, and he tried to touch the sun
And he lost a friend but kept the memory
[Verse 4]
Now he walks in quiet solitude the forests and the streams
Seeking grace in every step he takes
His sight has turned inside himself to try and understand
The serenity of a clear blue mountain lake

[Chorus]
And the Colorado Rocky Mountain high
I’ve seen it rainin' fire in the sky
Talk to God and listen to the casual reply
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)

[Verse 5]
Now his life is full of wonder but his heart still knows some fear
Of a simple thing he cannot comprehend
Why they try to tear the mountains down to bring in a couple more
More people, more scars upon the land

[Chorus]
And the Colorado Rocky Mountain high
I’ve seen it rainin' fire in the sky
Though he'd be a poorer man if he never saw an eagle fly
Rocky Mountain high

[Outro]
The Colorado Rocky Mountain high
I’ve seen it rainin' fire in the sky
Friends around the campfire and everybody's high...
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)"
81674,Coat of Many Colors,data/audio/Coat of Many Colors [SyP0Sy9KFf0].wav,country,"[Verse 1]
Back through the years I go wandering once again
Back to the seasons of my youth
I recall a box of rags that someone gave us
And how my mama put the rags to use

[Verse 2]
There were rags of many colors, every piece was small
And I didn't have a coat and it was way down in the fall
Mama sewed the rags together sewing every piece with love
She made my coat of many colors that I was so proud of

[Verse 3]
As she sewed, she told a story from the Bible she had read
About a coat of many colors Joseph wore and then she said
Perhaps this coat will bring you good luck and happiness
And I just couldn't wait to wear it and momma blessed it with a kiss

[Bridge 1]
My coat of many colors that my mama made for me
Made only from rags but I wore it so proudly
Although we had no money I was rich as I could be
In my coat of many colors my mama made for me
[Verse 4]
So with patches on my britches and holes in both my shoes
In my coat of many colors I hurried off to school
Just to find the others laughing and making fun of me
In my coat of many colors my mama made for me

[Verse 5]
But they didn't understand it for I felt I was rich
And I told them of the love my mama sewed in every stitch
And I told them all the story mama told me while she sewed
And how my coat of many colors was worth more than all their clothes

[Bridge 2]
But they didn't understand it and I tried to make them see
That one is only poor only if they choose to be
Now I know we had no money but I was rich as I could be
In my coat of many colors my mama made for me
Made just for me"
145558,She Thinks I Still Care,data/audio/She Thinks I Still Care [HpLY4WyWAuY].wav,country,"[Verse 1]
Just because I ask a friend about her
Just because I spoke her name somewhere
Just because I rang her number by mistake today
She thinks I still care

[Verse 2]
Just because I haunt the same old places
Where the memory of her lingers everywhere
Just because I'm not the happy guy I used to be
She thinks I still care

[Bridge]
But if she's happy thinking I still need her
Then let that silly notion bring her cheer
But how could she ever be so foolish
Oh where would she get such an idea

[Verse 3]
Just because I ask a friend about her
And just because I spoke her name somewhere
Just because I saw her then went all to pieces
She thinks I still care, she thinks I still care"
372882,Put Your Hand in the Hand,data/audio/Put Your Hand In The Hand [uHgBEj2-KMs].wav,country,"[Chorus]
Put your hand in the hand of the man who stilled the water;
Put your hand in the hand of the man who calmed the sea
Take a look at yourself and you can look at others differently
By putting your hand in the hand of the man from Galilee

[Verse 1]
Every Time I look into the holy book I wanna tremble
When I read about the part where the carpenter cleared the temple
For the buyers and the sellers were no different fellers than what I profess to be
And it causes me shame to know I'm not the gal that I should be

[Chorus]

[Verse 2]
Momma taught me how to pray before I reached the age of seven
When I'm down on my knees, that's when I'm close to heaven
Daddy lived his life with two kids and a wife; you do what you must do
But he showed me enough of what it takes to get you through

[Chorus]"
714006,All I Have to Offer You Is Me,data/audio/All I Have to Offer You (Is Me) [X1kwFJVAH94].wav,country,"[Verse 1]
Before you take another step, there's something you should know
About the years ahead and how they'll be
You'll be living in a world where roses hardly ever grow
'Cause all I have to offer you is me

[Chorus]
There'll be no mansion waiting on the hill with crystal chandeliers
And there'll be no fancy clothes for you to wear
Everything I have is standing here in front of you to see
All I have to offer you is me

[Verse 2]
Sweetheart I'll give you all my love in every way I can
But make sure that's what you want while you're still free
The only gold I have for you is in this wedding band
'Cause all I have to offer you is me

[Chorus]"
50148,Tell Me A Lie,data/audio/Tell Me a Lie [qxg1kBdAxX0].wav,country,"[Verse 1]
Can't ever get it right
No matter how hard I try
And i've tried
I put up a good fight
But your words cut like knives
And im tired

[Verse 2]
As you break my heart again this time
Tell me I'm a screwed up mess
That I never listen listen
Tell me you don't want my kiss
That you're needing distance distance

[Chorus]
Tell me everything but don't you say she's what you're missing baby
If she's the reason your leaving me here tonight
Spare me what you think and tell me
Tell me a lie
[Verse 3]
You're the charming type
That little tweinke in your eye
Gets me every time
And well there must have been a time
I was a reason for that smile

So keep in mind

[Verse 4]
As you take whats left of you and I
Tell me I'm a screwed up mess
That I never listen listen

Tell me you don't want my kiss
That you're needing distance distance

[Chorus]

[Bridge]
Tell me I'm a screwed up mess
That I never listen listen
Tell me you don't want my kiss
That you're needing distance distance

[Chorus]"
